,Artistic Swimming,Diving,Marathon Swimming,Swimming,Water Polo,Archery,Athletics,Badminton,Baseball/Softball,3x3,Basketball,Basque Pelota,Boxing,Breaking,Canoe,Cricket,Croquet,Cycling,Equestrian,Fencing,Hockey,Flag football,Football,Golf,Gymnastics,Handball,Jeu De Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Racquets,Roque,Coastal,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Squash,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug-Of-War,Beach Volleyball,Volleyball,Motorboating,Weightlifting,Wrestling,Figure Skating,Ice Hockey
NZL,0,0,0,0.000952802,0,0,0.00534986,0,0,0,0,0,0,0,0.009921665,0,0,0.002236592,0.005090177,0,0,0,0,0.20923014,0,0,0,0,0,0,0,0,0,0,0,0.10831896,0.01527053,0.014142104,0,0,0,0,0,0,0,0,0.007622418,0,0,0,0,0,0,0,0
KOR,0,0,0,0.000476401,0,0.6114115,0.000354531,0.059180923,0.007622418,0,0,0,0,0,0,0,0,0,0,0.009985674,0,0,0,0.007622418,0.001696725,0.01527053,0,0.012099641,0,0,0,0,0,0,0,0,0,0,0.010556842,0,0,0,0,0.011452895,0.026949214,0,0,0,0,0,0,0.003563124,0.006523419,0,0
ESP,0,0,0,0.000969801,0.02290579,0.003811209,0.001674494,0.00304897,0,0,0,0,0,0,0.004780773,0,0,0.005182677,0.002540808,0,0.007622418,0,0.02290579,0,0.002655986,0,0,0.003272256,0,0,0,0,0,0,0,0,0,0.03567368,0.001016324,0,0.007622418,0,0,0,0.001905604,0.006871739,0,0,0,0,0,0,0,0,0
USA,0.03054106,0.16810645,0,0.47944164,0.022947727,0.026772339,0.31394634,0,0.030596958,0.007622418,0.85122186,0,0,0,0.007894654,0,0,0.036234852,0.04178416,0.006898067,0,0,0.038406443,0.02290579,0.101772755,0,0,0.037764963,0,0,0,0,0,0,0,0.056629162,0.03054106,0.043476313,0.09670094,0,0,0,0.01527053,0,0.005736932,0.0665905,0.007622418,0,0.053898428,0.022947727,0,0.035807304,0.1066782,0,0
CHN,0.41846028,0.62195194,0,0.027163303,0,0.003811209,0.020535912,0.38143307,0,0,0,0,0,0,0.004790324,0,0,0.028584566,0,0.00586442,0,0,0,0,0.11642617,0,0,0.008778617,0,0,0,0,0,0,0,0.002181504,0,0.004450467,0.142339,0,0,0,0,0.71522427,0.013442258,0.006871739,0,0,0,0.01527053,0,0.3218758,0.029372746,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Predicted gold medals,,,È¡Õû,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,7.114774267887697,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,1.277255022112513,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,1.6188596724532545,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,2.065668240946252,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIN,2.362087045563385,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,9.293022654484957,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GER,8.867836012970656,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,10.52995394077152,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,6.381283110706136,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRI,0.33656560129020363,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,8.656787197804078,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,9.708707520738244,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NED,4.614185335463844,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,2.4417512460495345,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,4.363811808958417,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,1.0102102491655387,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,44.48256499553099,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,22.38022032403387,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,0.7620846290374175,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT,0.6044432545313612,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL,1.5282656413910445,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUL,1.9934138132375665,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,1.1430989963700995,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRE,0.5973940202966332,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,0.2467095471220091,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,3.1741998195648193,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,0.13527607027208433,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2.3729428737424314,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,2.3783627634111326,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR,0.48310049809515476,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,2.8107122370274737,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSA,0.5560992192476988,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,5.662047022255138,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUI,1.0820711147971451,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,0.6661795240361243,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URS,5.419788424274884,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,4.106684992089868,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
